Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Jaipur,Petrol,Manual,First,5,4.75,18,4,honda,amaze,,1198,86.7,6
Coimbatore,Diesel,Manual,First,5,3.77,23.2,9,maruti,ritz,,1248,73.94,88
Kochi,Petrol,Manual,First,5,4.16,19.1,7,maruti,swift,,1197,85.8,59
Kochi,Petrol,Automatic,First,5,6.34,16.9,4,hyundai,xcent,,1197,82,45
Chennai,Petrol,Manual,First,7,3.75,15.1,4,maruti,eeco,,1196,73,55
Kochi,Petrol,Manual,First,5,7.93,18.6,2,hyundai,elite,,1197,81.86,18
Hyderabad,Diesel,Manual,First,5,2.1,17.8,9,ford,fiesta,,1399,67,143
Kolkata,Petrol,Automatic,First,5,3.95,22.5,3,maruti,wagon,,998,67,17
Pune,Petrol,Manual,Second,5,1.5,15.4,7,tata,indigo,,1193,65,70
Pune,Petrol,Manual,Second,5,3,17,10,hyundai,i20,,1197,80,50
Kolkata,Petrol,Manual,First,5,1.99,16,10,honda,jazz,,1198,90,39
Kolkata,Petrol,Manual,First,5,1.35,19,10,maruti,a-star,,998,66.1,60
Pune,Diesel,Manual,Second,5,2.89,22.07,10,volkswagen,polo,22.07,1199,73.9,84
Kochi,Petrol,Manual,First,5,3.97,16.95,7,nissan,sunny,16.95,1498,97.7,68
Chennai,Petrol,Automatic,First,5,4.25,24.07,3,maruti,alto,24.07,998,67.1,5
Coimbatore,Petrol,Manual,First,5,6.17,21.1,4,maruti,ritz,21.1,1197,85.8,40
Jaipur,Diesel,Manual,Second,5,4.25,25.8,7,honda,amaze,25.8,1498,98.6,63
Kolkata,Diesel,Manual,First,5,4.75,26,6,honda,city,26,1498,98.6,45
Hyderabad,Diesel,Manual,First,5,7.95,26.59,3,maruti,swift,26.59,1248,74,22
Hyderabad,Petrol,Manual,Second,5,4.5,23.1,5,maruti,celerio,23.1,998,67.04,47
Kochi,Petrol,Manual,First,5,6.8,18.2,3,honda,jazz,18.2,1199,88.7,36
Coimbatore,Petrol,Manual,First,4,1.68,25.4,6,tata,nano,25.4,624,37.48,42
Chennai,Petrol,Manual,First,5,2.9,24.7,4,maruti,alto,24.7,796,47.3,61
Mumbai,Petrol,Manual,First,5,3.16,22.5,6,maruti,wagon,22.5,998,67.04,43
Jaipur,Diesel,Manual,First,5,3.9,24.4,6,hyundai,xcent,24.4,1120,71,60
Delhi,Petrol,Manual,Second,5,1.95,17.8,10,chevrolet,beat,17.8,1199,76.8,54
Hyderabad,Diesel,Manual,First,5,4.5,21.27,8,hyundai,i20,21.27,1396,88.76,80
Chennai,Diesel,Automatic,First,5,11.5,24.3,2,maruti,vitara,24.3,1248,88.5,3
Delhi,Petrol,Manual,First,5,3,24.07,4,maruti,alto,24.07,998,67.1,35
Coimbatore,Petrol,Manual,First,5,3.79,21.1,5,hyundai,eon,21.1,814,55.2,26
Ahmedabad,Diesel,Manual,First,5,6,28.09,5,maruti,ciaz,28.09,1248,88.5,59
Hyderabad,Diesel,Manual,First,5,5.8,20.14,5,volkswagen,polo,20.14,1498,88.8,80
Kochi,Diesel,Manual,First,5,5.49,20.14,4,volkswagen,polo,20.14,1498,88.8,59
Kolkata,Petrol,Manual,First,5,2.5,18.5,9,hyundai,i20,18.5,1197,80,36
Kolkata,Petrol,Manual,Second,5,3,19.81,5,hyundai,i10,19.81,1086,68.05,24
Kochi,Diesel,Manual,First,5,6.64,24.7,2,tata,tigor,24.7,1047,69,28
Kochi,Petrol,Manual,First,5,3.21,21.1,3,hyundai,eon,21.1,814,55.2,8
Chennai,Petrol,Manual,Second,5,1.55,17.92,11,hyundai,santro,17.92,1086,62.1,136
Hyderabad,Petrol,Manual,First,5,2.59,17.92,9,hyundai,santro,17.92,1086,62.1,60
Bangalore,Diesel,Manual,First,5,9.75,24.3,3,maruti,vitara,24.3,1248,88.5,45
Kochi,Petrol,Manual,First,5,6.59,18.6,3,hyundai,i20,18.6,1197,81.83,14
Jaipur,Diesel,Manual,First,5,7.25,25.1,6,honda,city,25.1,1498,98.6,76
Pune,Petrol,Manual,First,5,1.9,19.81,12,hyundai,i10,19.81,1086,68.05,72
Kolkata,Diesel,Manual,First,5,3.55,25.2,5,maruti,swift,25.2,1248,74,45
Kochi,Petrol,Manual,First,5,1.65,13.8,11,ford,ikon,13.8,1299,70,66
Ahmedabad,Diesel,Manual,First,5,4.35,25.8,6,honda,amaze,25.8,1498,98.6,61
Hyderabad,Petrol,Manual,Second,5,1.2,17.3,14,maruti,zen,17.3,993,60,80
Jaipur,Petrol,Manual,Second,5,4.1,18.5,7,hyundai,i20,18.5,1197,80,59
Kolkata,Diesel,Manual,First,5,4,26.59,4,maruti,swift,26.59,1248,74,85
Jaipur,Diesel,Manual,First,5,4.33,22.9,7,maruti,swift,22.9,1248,74,88
Kochi,Diesel,Manual,First,5,5.43,24,5,hyundai,grand,24,1186,73.97,81
Mumbai,Petrol,Manual,First,5,4.9,18.16,4,ford,figo,18.16,1196,86.8,18
Ahmedabad,Petrol,Automatic,First,5,5.1,18.9,5,hyundai,grand,18.9,1197,82,46
Ahmedabad,Diesel,Manual,First,5,3.9,23.08,7,nissan,micra,23.08,1461,63.1,71
Hyderabad,Diesel,Manual,First,5,2.95,21.12,9,tata,manza,21.12,1248,88.8,70
Pune,Diesel,Manual,Second,5,2.49,17.8,11,maruti,swift,17.8,1248,75,140
Jaipur,Diesel,Manual,First,5,4.5,25.2,5,maruti,swift,25.2,1248,74,130
Delhi,Diesel,Manual,First,5,4.5,21.43,9,toyota,corolla,21.43,1364,87.2,89
Hyderabad,Diesel,Manual,First,5,6.9,27.3,5,honda,jazz,27.3,1498,98.6,67
Jaipur,Petrol,Manual,First,5,2.21,16.25,10,skoda,fabia,16.25,1198,73.9,72
Jaipur,Petrol,Manual,First,5,3,21.7,4,renault,kwid,21.7,999,67,26
Delhi,Diesel,Manual,First,5,3.5,22.3,8,tata,indica,22.3,1248,88.8,27
Kochi,Diesel,Manual,First,5,7.59,21.19,2,hyundai,i20,21.19,1396,88.73,37
Hyderabad,Petrol,Manual,First,5,3.8,25.17,4,renault,kwid,25.17,799,53.3,25
Bangalore,Petrol,Manual,Second,5,2.95,21.1,7,hyundai,eon,21.1,814,55.2,45
Delhi,Diesel,Manual,First,5,3.75,25.8,7,honda,amaze,25.8,1498,98.6,75
Kolkata,Diesel,Manual,First,5,2.5,22.07,10,volkswagen,polo,22.07,1199,73.9,90
Kochi,Petrol,Manual,First,5,6.14,18,3,honda,amaze,18,1198,86.7,37
Hyderabad,Petrol,Automatic,First,5,3.75,23.1,6,maruti,celerio,23.1,998,67.04,46
Hyderabad,Petrol,Manual,First,5,8.9,17.5,3,honda,wrv,17.5,1199,88.7,15
Coimbatore,Diesel,Manual,First,5,11.13,22.77,1,ford,ecosport,22.77,1498,98.59,35
Mumbai,Diesel,Manual,First,5,2.98,18.6,6,ford,fiesta,18.6,1388,67,61
Pune,Petrol,Manual,Second,5,1.7,17.92,10,hyundai,santro,17.92,1086,62.1,75
Pune,Petrol,Manual,First,5,0.95,19.7,17,maruti,alto,19.7,796,46.3,69
Hyderabad,Petrol,Manual,First,5,4.4,18.6,9,maruti,swift,18.6,1197,85.8,53
Ahmedabad,Petrol,Manual,First,7,5.35,16.02,8,maruti,ertiga,16.02,1373,93.7,25
Coimbatore,Petrol,Automatic,Second,5,6.3,18.9,4,hyundai,grand,18.9,1197,82,36
Mumbai,Diesel,Manual,First,5,4.5,24.4,4,hyundai,xcent,24.4,1120,71,100
Mumbai,Petrol,Manual,First,5,2.25,20.36,10,hyundai,i10,20.36,1197,78.9,55
Pune,Diesel,Manual,Second,5,4.18,21.9,8,hyundai,i20,21.9,1396,88.76,49
Chennai,Diesel,Manual,First,5,6.5,23.5,7,hyundai,verna,23.5,1396,88.7,79
Pune,Diesel,Manual,First,7,7.64,25.47,4,maruti,ertiga,25.47,1248,88.5,54
Hyderabad,Petrol,Manual,First,5,2.4,19.7,9,maruti,alto,19.7,796,46.3,28
Mumbai,Petrol,Automatic,First,5,4.25,20.51,4,maruti,wagon,20.51,998,67,9
Bangalore,Petrol,Manual,First,5,2.39,19.7,9,maruti,alto,19.7,796,46.3,64
Delhi,Petrol,Manual,First,5,6.21,21.4,4,maruti,baleno,21.4,1197,83.1,21
Mumbai,Diesel,Manual,First,5,4.65,22.9,7,maruti,swift,22.9,1248,74,35
Bangalore,Diesel,Manual,First,5,5.75,23.59,6,toyota,etios,,1364,67.06,57
Jaipur,Petrol,Manual,First,5,1.11,18.9,14,maruti,wagon,,998,67.1,110
Kochi,Petrol,Manual,First,5,3.45,17,9,hyundai,i20,,1197,80,62
Kochi,Petrol,Manual,First,5,7.32,18.6,2,hyundai,elite,,1197,81.86,14
Jaipur,Petrol,Manual,First,5,4.4,18,6,honda,amaze,,1198,86.7,41
Coimbatore,Petrol,Manual,First,5,4.12,22.74,4,maruti,alto,,796,47.3,18
Hyderabad,Petrol,Automatic,First,5,6.2,18.9,4,hyundai,grand,,1197,82,21
Chennai,Petrol,Manual,Second,5,2.8,18.5,10,hyundai,i20,,1197,80,95
Pune,Petrol,Automatic,First,5,4.8,18.9,5,hyundai,grand,,1197,82,32
Hyderabad,Diesel,Manual,First,5,5.65,25.01,6,ford,fiesta,,1498,89.75,122
Ahmedabad,Diesel,Manual,First,5,5.9,26.59,5,maruti,swift,,1248,74,69
Pune,Diesel,Manual,Second,5,5,23.59,5,toyota,etios,,1364,67.04,65
Ahmedabad,Petrol,Manual,First,5,4.9,19.1,5,hyundai,xcent,,1197,82,23
Delhi,Petrol,Manual,First,5,2.45,13.2,8,hyundai,accent,,1495,94,56
Pune,Petrol,Manual,First,5,2.5,22.74,7,maruti,alto,,796,47.3,30
Jaipur,Diesel,Manual,Second,5,5.75,22.7,7,ford,ecosport,,1498,89.84,92
Pune,Petrol,Manual,First,5,5,20.14,2,hyundai,xcent,,1197,81.86,40
Pune,Petrol,Manual,Second,5,0.85,14.2,17,ford,ikon,,1597,92,83
Pune,Petrol,Manual,First,5,4,19.69,2,nissan,micra,,1198,67.04,24
Pune,Petrol,Automatic,First,5,5.1,16.5,4,honda,brio,,1198,86.8,32
Mumbai,Petrol,Automatic,First,5,5.45,16.9,5,hyundai,xcent,,1197,82,41
Kochi,Petrol,Manual,First,5,1.75,18,12,chevrolet,spark,,995,62,43
Hyderabad,Diesel,Manual,First,7,9.75,24.52,3,maruti,ertiga,,1248,88.5,17
Bangalore,Diesel,Manual,First,5,4.75,25.8,7,honda,amaze,25.8,1498,98.6,61
Delhi,Petrol,Manual,First,5,2.5,18.9,9,maruti,wagon,18.9,998,67.1,68
Mumbai,Petrol,Manual,First,5,2.75,19.81,7,hyundai,i10,19.81,1086,68.05,49
Coimbatore,Petrol,Manual,First,5,5.85,23.84,1,tata,tiago,23.84,1199,84,16
Ahmedabad,Petrol,Manual,First,5,6.25,21.4,4,maruti,baleno,21.4,1197,83.1,30
Pune,Petrol,Manual,First,5,4.75,18.9,3,hyundai,grand,18.9,1197,81.86,15
Delhi,Diesel,Manual,First,5,2.55,20,7,ford,figo,20,1399,68.05,54
Kochi,Petrol,Manual,First,5,3.01,22.74,5,maruti,alto,22.74,796,47.3,21
Kochi,Diesel,Manual,First,5,9.48,28.09,2,maruti,ciaz,28.09,1248,88.5,39
Jaipur,Petrol,Manual,Second,5,1.25,18.9,16,maruti,wagon,18.9,998,67.1,62
Kolkata,Diesel,Manual,First,5,5.5,28.09,5,maruti,ciaz,28.09,1248,88.5,34
Coimbatore,Petrol,Manual,First,5,3.71,21.1,4,hyundai,eon,21.1,814,55.2,64
Mumbai,Petrol,Manual,First,7,6.25,16.02,6,maruti,ertiga,16.02,1373,93.7,69
Mumbai,Petrol,Manual,Second,5,1.1,12.8,15,honda,city,12.8,1493,100,81
Kochi,Petrol,Manual,First,5,4.72,16.47,4,volkswagen,polo,16.47,1198,73.9,36
Kolkata,Diesel,Manual,First,5,3.9,22.9,6,maruti,swift,22.9,1248,74,47
Kochi,Petrol,Manual,First,5,6.28,18.6,3,hyundai,elite,18.6,1197,81.86,37
Coimbatore,Petrol,Manual,First,5,7.85,18.9,3,hyundai,grand,18.9,1197,82,31
Hyderabad,Petrol,Manual,First,5,1.75,19.7,13,maruti,alto,19.7,796,46.3,52
Delhi,Diesel,Manual,First,5,5.5,19.87,7,renault,duster,19.87,1461,83.8,66
Chennai,Diesel,Manual,First,5,2.75,17.8,11,ford,fiesta,17.8,1399,68,76
Mumbai,Diesel,Manual,First,5,3.2,20,9,ford,figo,20,1399,68,30
Chennai,Diesel,Manual,Third,5,3,14.8,17,mitsubishi,lancer,14.8,1998,68,125
Chennai,Diesel,Manual,First,5,6.5,26.21,5,maruti,ciaz,26.21,1248,88.5,90
Hyderabad,Diesel,Manual,First,5,9.4,24.3,2,maruti,vitara,24.3,1248,88.5,11
Chennai,Petrol,Manual,First,5,4.5,17,9,hyundai,i20,17,1197,80,47
Coimbatore,Petrol,Manual,First,5,5.56,19.1,5,hyundai,xcent,19.1,1197,82,45
Mumbai,Petrol,Manual,First,5,2.65,20.36,9,hyundai,i10,20.36,1197,78.9,41
Jaipur,Petrol,Manual,Third,8,0.85,19.7,16,maruti,omni,19.7,796,35,66
Pune,Diesel,Manual,First,5,4.5,22.9,8,maruti,swift,22.9,1248,74,94
Coimbatore,Diesel,Manual,First,7,5.29,15.3,5,tata,sumo,15.3,2956,83.8,84
Kolkata,Petrol,Manual,First,5,2.25,22.7,4,datsun,redi-go,22.7,799,53.64,15
Chennai,Petrol,Manual,Second,5,1.22,18.9,18,maruti,alto,18.9,1061,47,103
Chennai,Petrol,Manual,First,5,3.65,16.47,8,volkswagen,polo,16.47,1198,73.9,64
Pune,Petrol,Manual,First,7,3.1,20.62,4,datsun,go,20.62,1198,67,35
Kochi,Petrol,Manual,First,5,3.46,24.07,5,maruti,alto,24.07,998,67.1,23
Pune,Diesel,Manual,Second,5,4.5,25.8,6,honda,amaze,25.8,1498,98.6,71
Kolkata,Diesel,Manual,First,5,3.95,22.9,6,maruti,swift,22.9,1248,74,25
Hyderabad,Diesel,Manual,First,5,4.75,21.64,8,nissan,sunny,21.64,1461,84.8,117
Bangalore,Petrol,Manual,Second,5,3.1,17.5,11,maruti,swift,17.5,1298,85.8,65
Kochi,Petrol,Manual,First,5,3.61,21.1,3,hyundai,eon,21.1,814,55.2,46
Coimbatore,Petrol,Manual,First,5,4.29,19.4,5,honda,brio,,1198,86.8,36
Kolkata,Petrol,Manual,First,5,2.13,18.06,9,nissan,micra,,1198,75,43
Mumbai,Petrol,Manual,First,5,1.1,19.7,12,maruti,alto,,796,46.3,54
Mumbai,Petrol,Manual,First,5,5.35,16.47,6,volkswagen,polo,,1198,74,7
Hyderabad,Petrol,Manual,First,5,3.9,23.1,6,maruti,celerio,,998,67.04,58
Kolkata,Petrol,Manual,First,5,2.8,21.5,6,maruti,wagon,,1197,81.8,37
Mumbai,Diesel,Manual,First,5,8.75,26.21,4,maruti,ciaz,,1248,88.5,29
Kolkata,Petrol,Manual,First,5,2.75,19.4,7,honda,brio,,1198,86.8,32
Delhi,Diesel,Manual,First,5,5.7,26,6,honda,city,,1498,98.6,66
Chennai,Petrol,Manual,Second,5,1.75,18,9,chevrolet,spark,,995,62,29
Chennai,Diesel,Manual,Second,5,1.9,20,10,ford,figo,,1399,68,107
Ahmedabad,Petrol,Manual,First,5,4.5,20.4,5,maruti,swift,,1197,81.8,36
Jaipur,Petrol,Manual,First,5,2.5,21.1,5,hyundai,eon,,814,55.2,54
Kochi,Petrol,Manual,First,5,5.38,18.16,3,ford,figo,,1196,86.8,23
Hyderabad,Petrol,Manual,First,5,2.65,20.92,7,maruti,alto,,998,67.1,30
Hyderabad,Petrol,Manual,First,5,3.3,24.7,3,maruti,alto,,796,47.3,2
Chennai,Petrol,Manual,Third,5,0.7,20.3,19,hyundai,santro,,1086,68,140
Kochi,Diesel,Manual,First,5,6.83,24.4,3,hyundai,xcent,,1120,71,32
Kochi,Diesel,Manual,First,5,5.77,25.8,4,honda,amaze,,1498,98.6,46
Chennai,Diesel,Manual,Second,5,3.1,17.8,12,maruti,swift,,1248,75,107
Mumbai,Petrol,Manual,First,5,4.95,16.2,3,volkswagen,polo,,1199,74,19
Kolkata,Diesel,Manual,First,5,0.85,17.2,12,tata,indica,,1396,53.5,50
Chennai,Petrol,Manual,First,5,6.95,21.4,4,maruti,baleno,,1197,83.1,16
Kolkata,Diesel,Manual,First,5,3.45,24.4,3,hyundai,xcent,,1120,71,82
Delhi,Petrol,Manual,Second,5,4.95,18.6,5,hyundai,i20,,1197,81.83,36
Coimbatore,Petrol,Manual,First,5,6.79,18.6,4,hyundai,i20,,1197,81.83,16
Mumbai,Petrol,Manual,First,5,4.5,19.1,6,maruti,swift,,1197,85.8,48
Kochi,Petrol,Manual,First,5,3.01,22.5,6,maruti,wagon,,998,67.04,52
Bangalore,Diesel,Manual,First,5,4.4,21.9,8,hyundai,i20,,1396,88.76,68
Coimbatore,Petrol,Manual,First,5,4.66,20.36,6,hyundai,i10,,1197,78.9,31
Chennai,Petrol,Manual,First,5,5.5,18.9,5,hyundai,grand,,1197,82,25
Ahmedabad,Petrol,Manual,First,5,6,18.6,4,hyundai,i20,,1197,81.83,57
Kochi,Diesel,Manual,First,5,10.19,24.3,2,maruti,vitara,,1248,88.5,57
Kochi,Diesel,Manual,First,5,5.25,25.8,4,honda,amaze,,1498,98.6,47
Ahmedabad,Diesel,Manual,First,5,2.7,23,10,hyundai,i20,,1396,90,62
Coimbatore,Petrol,Manual,First,5,3.39,19.81,7,hyundai,i10,,1086,68.05,65
Hyderabad,Diesel,Manual,First,5,5.69,26.59,6,maruti,swift,,1248,74,81
Hyderabad,Diesel,Manual,First,5,8.4,27.39,3,maruti,baleno,,1248,74,24
Hyderabad,Diesel,Manual,First,5,2.5,25.44,8,chevrolet,beat,,936,57.6,72
Pune,Petrol,Manual,First,5,3.25,19.4,8,honda,brio,,1198,86.8,59
Mumbai,Diesel,Manual,Second,5,3.25,20,6,ford,figo,,1399,68.05,33
Pune,Petrol,Automatic,First,5,4.25,23.1,4,maruti,celerio,,998,67.04,36
Jaipur,Petrol,Manual,First,5,4.25,19.4,5,honda,brio,,1198,86.8,46
Mumbai,Petrol,Automatic,First,5,8.85,21.4,2,maruti,baleno,,1197,83.1,3
Coimbatore,Petrol,Manual,First,5,4.14,21.1,6,hyundai,eon,,814,55.2,14
Hyderabad,Diesel,Manual,First,5,7,23,5,hyundai,i20,,1396,90,68
Kochi,Diesel,Manual,Second,5,3.53,21.5,8,maruti,sx4,,1248,88.8,77
Mumbai,Diesel,Manual,Second,5,3.99,24.4,6,hyundai,xcent,,1120,71,58
Hyderabad,Diesel,Manual,First,5,3.8,20,5,ford,figo,,1399,68,65
Coimbatore,Diesel,Manual,First,7,8.75,18.49,3,mahindra,tuv,,1493,100,22
Mumbai,Petrol,Manual,First,5,5.75,18.6,4,hyundai,i20,,1197,81.83,24
Delhi,Petrol,Manual,First,5,3.5,19.49,5,nissan,micra,,1198,67.04,28
Jaipur,Diesel,Manual,First,5,5.25,23.4,5,maruti,swift,,1248,74,58
Coimbatore,Diesel,Manual,First,5,5.21,24,3,hyundai,grand,,1120,70,60
Pune,Diesel,Manual,First,7,6.3,18.49,4,mahindra,tuv,,1493,100,67
Kochi,Diesel,Manual,First,5,4.72,24,6,hyundai,grand,,1120,70,51
Coimbatore,Diesel,Automatic,First,5,8.37,28.4,2,maruti,dzire,,1248,73.75,25
Pune,Diesel,Manual,First,5,6.4,27.3,5,honda,jazz,,1498,98.6,97
Hyderabad,Diesel,Manual,First,5,2.7,25.44,8,chevrolet,beat,,936,57.6,61
Jaipur,Diesel,Manual,Second,5,3.9,22.9,8,maruti,swift,,1248,74,160
Bangalore,Diesel,Manual,Second,5,3,17.8,12,maruti,swift,,1248,75,100
Kolkata,Diesel,Manual,First,5,6,26.1,3,ford,aspire,,1498,99,60
Mumbai,Petrol,Manual,First,5,2.11,20.36,11,hyundai,i10,,1197,78.9,48
Jaipur,Petrol,Manual,First,5,1.5,19.7,9,maruti,alto,,796,46.3,100
Bangalore,Petrol,Manual,Second,5,2.85,20.4,14,maruti,swift,,1197,81.8,80
Hyderabad,Diesel,Manual,Second,5,0.91,17.88,9,tata,indica,17.88,1396,52.8,96
Jaipur,Petrol,Manual,Second,5,2.42,22.74,6,maruti,alto,22.74,796,47.3,45
Kolkata,Petrol,Manual,First,5,2.8,16.47,7,volkswagen,polo,16.47,1198,73.9,38
Coimbatore,Petrol,Automatic,First,5,8.3,22,1,maruti,dzire,22,1197,81.8,8
Jaipur,Diesel,Manual,First,5,2.9,17.8,10,maruti,swift,17.8,1248,75,152
Jaipur,Petrol,Manual,Second,4,0.53,25.4,8,tata,nano,25.4,624,37.5,80
Mumbai,Diesel,Manual,First,8,12.5,12.99,6,toyota,innova,12.99,2494,100,87
Mumbai,Petrol,Manual,First,5,2.75,18.4,8,honda,brio,18.4,1198,86.8,25
Pune,Petrol,Automatic,First,5,5,23.84,2,tata,tiago,23.84,1199,83.83,2
Mumbai,Diesel,Manual,First,5,10.75,21.43,6,toyota,corolla,21.43,1364,87.2,74
Kolkata,Diesel,Manual,First,5,4.7,26.59,5,maruti,swift,26.59,1248,74,36
Coimbatore,Petrol,Manual,First,5,7.11,20.73,4,maruti,ciaz,,1373,91.1,41
Jaipur,Diesel,Manual,First,5,6.25,22.7,6,ford,ecosport,,1498,89.84,93
Hyderabad,Petrol,Manual,First,5,2.2,20.92,9,maruti,alto,,998,67.1,81
Kochi,Petrol,Automatic,First,5,8.86,19,1,honda,amaze,,1199,88.76,25
Coimbatore,Diesel,Manual,First,7,7.57,18.49,3,mahindra,tuv,,1493,100,56
Chennai,Petrol,Manual,First,5,7.9,18.2,3,honda,jazz,,1199,88.7,8
Kochi,Petrol,Manual,First,5,5.65,16.1,2,maruti,swift,,1298,88.2,14
Delhi,Petrol,Manual,First,5,3.25,16.47,7,volkswagen,polo,,1198,73.9,65
Coimbatore,Petrol,Manual,First,5,3.21,18.6,9,chevrolet,beat,,1199,79.4,64
Kolkata,Diesel,Manual,First,5,3.9,25.8,7,honda,amaze,,1498,98.6,38
Pune,Diesel,Manual,First,5,3.6,26.59,5,maruti,swift,,1248,74,131
Kolkata,Diesel,Manual,First,5,5.5,26.59,5,maruti,swift,,1248,74,43
Jaipur,Diesel,Manual,First,5,4.91,20.14,5,volkswagen,polo,,1498,88,66
Kolkata,Petrol,Manual,First,5,2,16,10,honda,jazz,,1198,90,45
Hyderabad,Diesel,Manual,First,5,5.3,23.59,5,toyota,etios,,1364,67.06,69
Mumbai,Petrol,Manual,First,5,2.75,18.5,10,hyundai,i20,,1197,80,57
Hyderabad,Diesel,Manual,First,5,3.75,17.8,9,ford,fiesta,,1399,68,52
Chennai,Diesel,Manual,First,5,4.35,25.2,7,maruti,swift,,1248,74,87
Delhi,Diesel,Manual,First,5,3.25,24,6,hyundai,grand,,1120,70,58
Mumbai,Petrol,Manual,First,5,5.5,17,4,volkswagen,ameo,,1198,74,16
Kochi,Diesel,Manual,First,5,7.48,27.39,2,maruti,baleno,,1248,74,42
Jaipur,Diesel,Manual,First,5,5.5,24,4,hyundai,grand,,1120,70,57
Jaipur,Diesel,Manual,First,5,3.5,19.3,9,maruti,swift,,1248,73.9,110
Hyderabad,Diesel,Manual,First,5,8.4,27.3,3,honda,jazz,,1498,98.6,17
Pune,Diesel,Manual,First,5,7.25,24.3,4,maruti,vitara,,1248,88.5,31
Kolkata,Diesel,Manual,First,5,4.25,23.4,6,maruti,swift,,1248,74,42
Hyderabad,Petrol,Manual,First,5,2.49,22.74,7,maruti,alto,,796,47.3,30
Pune,Petrol,Manual,Second,5,3,16.47,9,volkswagen,polo,16.47,1198,73.9,65
Delhi,Diesel,Manual,First,5,5.95,26,5,honda,city,26,1498,98.6,65
Delhi,Diesel,Manual,First,5,2.69,23.4,7,maruti,swift,23.4,1248,74,72
Chennai,Petrol,Manual,First,5,4.85,18.16,4,ford,figo,18.16,1196,86.8,29
Kochi,Diesel,Manual,First,5,8.39,24.3,2,maruti,vitara,24.3,1248,88.5,32
Hyderabad,Diesel,Manual,First,5,6.95,21.19,4,hyundai,i20,21.19,1396,88.73,62
Mumbai,Petrol,Manual,First,5,1.5,15.7,10,mahindra,logan,15.7,1390,75,93
Mumbai,Petrol,Manual,First,5,1.55,17.7,14,honda,city,17.7,1497,78,44
Bangalore,Petrol,Manual,Second,5,2.75,15.6,10,ford,figo,15.6,1196,70,78
Kolkata,Petrol,Manual,First,5,2.85,20.36,5,hyundai,i10,20.36,1197,78.9,18
Mumbai,Petrol,Manual,Second,8,1.25,11.3,17,maruti,versa,11.3,1298,83.1,62
Kolkata,Diesel,Manual,First,5,7.5,26.59,3,maruti,swift,26.59,1248,74,14
Ahmedabad,Petrol,Manual,First,5,4.3,16.47,6,volkswagen,polo,,1198,74,44
Chennai,Diesel,Manual,First,5,4.8,22.9,8,maruti,swift,,1248,74,58
Pune,Petrol,Manual,Second,5,1.65,17.5,12,skoda,fabia,,1198,70,61
Ahmedabad,Petrol,Manual,Second,4,1,25.4,6,tata,nano,,624,37.5,18
Ahmedabad,Diesel,Manual,First,5,3.6,27.62,5,maruti,celerio,,793,47,42
Ahmedabad,Diesel,Manual,First,5,3.6,27.62,5,maruti,celerio,,793,47,42
Pune,Petrol,Manual,First,5,3.05,21.1,5,hyundai,eon,,814,55.2,30
Bangalore,Diesel,Manual,Second,5,6,23.5,9,ford,fiesta,,1498,90,47
Ahmedabad,Petrol,Manual,First,5,3.75,16.47,7,volkswagen,polo,,1198,74,39
Coimbatore,Petrol,Manual,First,5,6.17,16.2,4,volkswagen,polo,,1199,74,32
Coimbatore,Diesel,Manual,First,5,9.05,24.3,3,maruti,vitara,,1248,88.5,58
Coimbatore,Petrol,Manual,First,5,4.05,19.4,7,honda,brio,,1198,86.8,67
Pune,Petrol,Manual,First,5,4.25,17.5,7,maruti,swift,,1298,85.8,55
Kolkata,Petrol,Manual,First,5,3.75,23.1,2,maruti,celerio,,998,67.04,30
Kochi,Diesel,Manual,First,5,8.24,22.7,4,ford,ecosport,,1498,89.84,31
Kochi,Petrol,Manual,First,5,4.64,16.47,5,volkswagen,polo,,1198,74,58
Kochi,Petrol,Automatic,First,5,3.32,19.2,10,hyundai,i10,,1197,80,30
Chennai,Petrol,Manual,Second,5,2.78,20.36,8,hyundai,i10,,1197,78.9,55
Kolkata,Diesel,Manual,First,5,3.25,22.07,7,volkswagen,polo,,1199,73.9,45
Coimbatore,Diesel,Manual,First,5,9.88,24.3,3,maruti,vitara,,1248,88.5,21
Coimbatore,Petrol,Manual,First,5,8.78,18.6,1,hyundai,elite,,1197,81.86,21
Kochi,Diesel,Manual,First,5,5.98,21.64,6,nissan,sunny,,1461,84.8,51
Kolkata,Diesel,Manual,First,5,2.19,19.3,11,maruti,swift,,1248,73.9,34
Hyderabad,Diesel,Manual,First,5,5.5,28.4,7,maruti,dzire,,1248,73.75,68
Pune,Petrol,Manual,First,5,2.1,24.07,6,maruti,alto,,998,67.1,17
Hyderabad,Petrol,Manual,First,5,5.3,20.4,6,maruti,swift,20.4,1197,81.8,61
Delhi,Petrol,Manual,First,5,2.65,24.7,4,maruti,alto,24.7,796,47.3,35
Coimbatore,Petrol,Manual,First,5,2.81,20.92,8,maruti,alto,20.92,998,67.1,65
Mumbai,Petrol,Manual,First,5,3.3,16.1,8,maruti,swift,16.1,1197,85,61
Kochi,Petrol,Manual,First,5,5.34,22.5,1,maruti,wagon,22.5,998,67.04,31
Kochi,Petrol,Manual,Second,5,2.69,16,10,honda,jazz,16,1198,90,82
